plate,mjd,fiberid,redshift,ra,dec,oiii_5007_flux,nii_6584_flux,sii_6717_flux,sii_6731_flux,oi_6300_flux,h_alpha_flux,h_beta_flux,h_alpha_eqw
1027,52557,350,0.1346961,319.80008,1.1406502,94.86595,54.93707,58.5032,44.05875,10.03387,304.7842,85.23726,-90.86806
272,51941,431,0.1101477,155.66325,0.33175585,27.88139,34.73838,15.77621,14.97848,7.573046,30.09409,9.310276,-2.66906
277,51908,392,0.0499925,165.06445,0.42001914,17.9477,19.3344,18.32408,14.79971,2.421949,92.61082,26.1361,-23.92709
283,51959,128,0.06886408,176.16031,-1.0672529,69.93301,133.2758,82.63136,60.71649,12.81509,442.5144,106.3302,-55.10712
289,51990,92,0.1685579,187.14516,-0.96447601,10.49062,35.45924,20.15244,13.86134,5.180109,33.74318,9.786391,-2.021566
297,51959,444,0.08339652,201.68112,1.1376905,14.32544,30.76307,13.91984,10.33965,7.763696,36.02884,20.19678,-1.143896
303,51615,304,0.02559116,213.06501,-0.63305253,32.0589,201.5906,83.7145,62.23312,22.90009,455.7794,57.80517,-11.4764
311,51665,552,0.1595413,228.3247,0.5852832,13.94238,39.48069,23.38647,12.60307,2.623085,86.97419,22.1896,-16.07203
329,52056,554,0.09136133,177.25981,-2.36137,19.42152,176.5079,78.01945,55.30149,14.19933,435.1706,84.19567,-33.52592
338,51694,50,0.08577006,195.09262,-3.2920823,55.27737,66.92642,56.19654,41.17975,9.245008,278.1502,82.98579,-35.24956
345,51690,110,0.08032857,242.94983,-0.56622278,13.96693,32.67459,23.47987,23.47582,5.345318,91.17236,29.04736,-14.83589
355,51788,480,0.03059716,258.62872,57.430501,460.9163,34.47552,80.70879,55.70355,18.48924,574.6346,176.4143,-96.42543
371,52078,625,0.1593009,329.13822,0.76558056,20.66863,130.9445,47.49608,35.48851,10.30189,248.9061,49.17576,-31.35676
380,51792,283,0.1229107,344.26734,-0.70984937,25.03557,58.90948,21.42531,18.98672,10.06445,79.36877,20.60303,-10.50183
388,51793,458,0.101845,1.7872679,1.2701186,24.46445,107.7336,26.73879,16.88556,1.485429,230.5432,36.71521,-16.04462
394,51913,183,0.1917705,12.896953,-0.33669186,18.49854,117.3205,46.458,31.6928,8.395048,296.2617,69.92311,-37.43621
400,51820,458,0.07177175,23.405533,1.0379758,36.8753,30.64981,32.86933,21.53014,8.365956,146.6444,41.61723,-28.29235
406,51876,34,0.06214977,37.034108,0.054179678,6.901359,35.25196,17.34895,12.27841,1.821696,90.2099,21.19313,-7.205516
414,51869,355,0.1639451,50.392628,0.21111124,13.9828,31.42862,13.9375,7.457649,9.06388,28.92959,3.290568,-2.208344
422,51811,536,0.06001254,17.873765,15.564918,29.76002,229.3862,86.59898,71.0232,17.22187,446.8564,85.10783,-18.00566
431,51877,111,0.09597471,114.06068,37.211424,7.978459,7.471655,2.398652,1.551277,1.178195,7.549911,4.146429,-0.5364248
439,51877,21,0.08546031,123.93847,44.819294,14.1505,29.25434,22.74617,20.83043,2.545338,98.95139,26.01897,-17.78892
446,51899,234,0.143993,130.20421,54.157972,374.8707,128.9152,117.9954,91.6695,32.26949,772.8973,215.1475,-107.278
451,51908,437,0.0829115,138.83985,56.582829,6.287731,36.89576,19.96394,17.20398,6.691035,103.503,27.78778,-15.2419
461,51910,625,0.01787659,54.389098,-6.5204569,217.1909,463.5652,182.8659,123.5224,18.54674,308.2364,100.35,-1.358893
473,51929,365,0.09097758,139.26962,2.6099404,3.575808,31.48508,20.68738,13.00898,4.153068,55.3159,10.12485,-10.97349
486,51910,58,0.1069156,145.91129,60.780266,19.54771,105.7116,48.60724,34.78771,8.494076,301.2685,77.92375,-30.55854
492,51955,42,0.08420711,177.79548,66.161411,28.85361,230.6092,70.18707,61.26457,13.66423,453.6425,97.73953,-23.13578
498,51984,85,0.04458503,212.62156,63.8201,1242.666,724.9973,451.349,352.5232,73.26156,3287.742,861.5184,-140.8855
506,52022,110,0.1509354,161.25554,1.8540693,20.30116,80.63837,30.07327,24.00805,4.267499,127.5087,27.40386,-11.14662
511,52636,537,0.03337499,170.52067,3.4998992,23.87264,21.67591,34.07831,22.76696,7.655487,108.689,28.72302,-17.88618
519,52283,101,0.02391133,186.14609,1.8923439,21.43568,107.378,48.23182,38.30038,14.09481,152.5801,36.33931,-4.884141
526,52312,197,0.1400789,199.81229,1.6797189,52.81528,207.848,86.78333,64.50993,16.97854,411.112,97.57672,-21.52109
533,51994,342,0.06847301,213.14801,2.5250174,49.16692,252.7549,88.48688,64.11184,23.34957,546.3771,106.2092,-30.17651
540,51996,241,0.09235722,226.88588,1.0500297,20.94168,24.76336,9.70145,7.119863,9.090786,10.39368,5.704579,-0.5350809
549,51981,271,0.0507695,127.17191,46.680748,41.73344,60.93639,52.94651,36.86293,11.64516,218.1047,67.4192,-22.87783
554,52000,638,0.167993,141.92155,54.826479,9.003967,32.70763,16.1557,8.51969,1.108437,77.96317,14.67149,-10.04478
566,52238,301,0.1408919,135.62105,3.0766037,21.79467,124.2148,62.97643,41.88525,8.036343,352.2757,94.27469,-49.15528
572,52289,334,0.162629,148.69308,4.6741655,20.89543,43.91361,12.95164,11.69551,7.015155,33.77361,13.99098,-1.949688
579,52338,414,0.1262437,162.65869,5.4505603,7.039278,33.0928,13.84237,9.434896,3.29698,76.72934,16.54556,-8.882291
585,52027,306,0.08766601,216.47076,3.9075432,16.16828,31.94094,16.33142,6.246514,9.049675,51.07389,10.36129,-3.224486
589,52055,277,0.193935,224.99289,3.7908392,8.764988,34.50542,15.59665,11.0125,4.633752,113.5593,28.23244,-22.22846
597,52059,387,0.06440844,171.35896,65.069294,13.2562,54.57373,26.92345,15.57283,5.459396,145.0333,28.22511,-12.88774
605,52353,186,0.1830331,210.19516,61.652477,108.9735,154.1914,60.22409,41.16831,12.02634,438.6054,116.4146,-125.0082
614,53437,328,0.04775847,230.42933,56.964298,13.5109,4.985181,12.22789,5.841484,2.669691,40.83616,14.50861,-19.00094
621,52055,168,0.06440293,241.3258,53.266891,4.972902,30.12745,13.09634,6.162204,2.33251,70.04607,7.092497,-5.537286
628,52083,181,0.02763688,249.68362,41.882196,107.0296,146.6219,139.2261,98.74323,22.43872,589.2001,130.4899,-40.79549
637,52174,184,0.07905647,315.81102,-7.5442525,15.37243,35.33352,28.46022,9.111749,9.285879,39.74962,5.216527,-2.392538
647,52553,506,0.07348091,354.40132,-9.4093264,16.04724,99.69539,33.447,29.39236,5.884087,275.549,66.22225,-16.71162
655,52162,627,0.1866224,10.808311,-9.4786548,14.27839,105.724,34.1418,27.46666,12.07808,228.0821,50.91958,-32.38576
662,52147,360,0.1565017,21.730879,-9.3580015,4.562515,82.75204,30.74208,22.91814,5.75425,203.638,44.13231,-18.26833
672,52172,82,0.2440683,49.986943,-1.1354133,14.55527,23.87368,21.52737,8.954803,1.616053,69.67603,17.19362,-32.01829
684,52523,184,0.1652724,358.20643,-0.36813696,35.38916,121.7956,33.84969,26.65027,14.45751,251.6726,37.47031,-24.5602
702,52178,344,0.07782996,31.095729,0.37279118,27.30404,14.5604,19.93308,17.60295,3.589245,83.03514,25.26309,-33.18281
719,52203,29,0.08416405,334.74391,-9.2167621,11.4326,16.29871,2.977699,10.74825,3.565076,32.37638,16.98374,-1.030313
723,52201,405,0.06362259,341.42093,-8.2900977,2.427766,35.59402,17.71713,12.64536,4.033901,90.57532,20.26357,-9.175443
733,52207,276,0.0867283,326.92054,11.711481,20.69192,35.53294,9.95165,2.519763,5.397169,26.53387,9.712904,-1.51614
741,52261,228,0.1028183,343.45678,13.98633,8.610288,28.80424,9.386373,8.752913,2.212068,39.87563,10.13081,-2.965772
749,52226,533,0.07630577,358.54641,15.836682,12.60473,31.38559,15.47001,9.873224,2.613011,25.68509,10.12832,-1.04228
757,52238,365,0.1455684,118.91923,36.242169,12.78788,39.8723,9.891693,8.169415,7.634428,30.13465,8.443372,-2.044828
764,52238,628,0.1036833,136.23994,47.950092,155.1085,230.1927,112.3226,88.06615,19.43594,631.6475,174.4153,-53.5318
771,52370,162,0.1419757,154.05309,60.864828,8.49568,48.91906,19.06835,13.12453,6.613241,147.9939,33.74953,-18.11888
778,54525,579,0.1718758,182.97073,63.354784,14.91188,92.75261,34.21382,24.94359,7.597353,198.7967,47.55627,-23.90981
788,52338,351,0.06184934,210.35742,59.462675,13.20776,44.56307,32.14832,19.25909,6.050094,118.289,23.2598,-18.63108
802,52289,299,0.07991457,44.505537,0.25273551,29.48031,67.01888,31.89759,28.44034,2.315212,190.6837,60.73212,-30.29785
382,51816,160,0.105411,349.53078,-0.46645011,1.903075,13.97334,9.635884,4.852242,4.274716,53.38904,11.64205,-11.46883
390,51900,228,0.0690974,4.9629343,-0.7296187,17.66435,65.84756,26.45056,18.59527,5.717965,77.48114,17.55489,-7.883247
396,51816,58,0.06382028,16.73118,-1.0903396,31.84506,107.5319,74.29317,52.97538,9.517431,350.6644,95.34138,-41.61372
402,51793,255,0.01763898,27.529402,-0.74009845,16.0573,91.1982,58.43959,39.38246,7.497623,289.3351,56.08057,-19.50042
409,51871,532,0.1061336,42.043722,0.94545804,19.20981,114.3576,30.98331,20.13166,7.660347,217.7907,49.13356,-13.04801
418,51817,583,0.08007627,10.693449,15.381061,3.065953,41.91191,11.06664,11.88818,5.303442,106.9446,27.04362,-11.13779
426,51882,65,0.0655156,25.586065,13.458054,49.02853,69.41129,59.98203,39.20444,9.901149,270.3623,76.73615,-40.59087
434,51885,368,0.0306276,117.33136,43.740824,55.0974,38.71159,45.99838,29.44394,5.841198,212.3157,54.647,-37.66533
443,51873,490,0.1462551,127.32976,48.915786,18.61457,73.96803,35.94272,55.68598,12.31283,81.9724,16.94588,-6.002417
449,51900,259,0.05799557,133.79399,52.510584,61.18597,63.09721,66.88562,45.51933,10.91195,277.0699,72.08173,-34.06728
456,51910,220,0.1527351,41.1018,-8.9057192,23.05572,48.82407,25.86964,18.22271,8.20543,115.4387,30.24427,-9.633098
464,51908,356,0.06573363,58.626798,-5.099988,16.42724,131.5707,46.3364,31.15069,14.19326,369.9604,84.41735,-12.97825
475,51965,485,0.1278467,142.12491,2.1083431,5.684103,26.37015,13.13308,9.656503,6.595698,40.28159,7.127827,-2.814373
487,51943,525,0.2050949,149.728,64.32665,132.5406,143.4691,71.519,56.42987,14.34629,471.5558,138.4242,-141.9188
495,51988,384,0.06587433,192.87204,67.814772,20.72843,243.9355,82.87251,58.39881,24.42998,443.3036,52.82416,-27.01782
503,51999,438,0.07605387,154.61983,2.5472423,62.83914,47.34451,51.75204,25.99142,9.842276,209.9413,63.3128,-30.40801
511,52636,224,0.1205859,169.91808,2.1459501,2.951465,45.07146,20.66596,17.25815,6.290041,91.059,21.71453,-10.2687
517,52024,377,0.07684377,181.37427,3.1154245,60.33641,69.20013,48.80835,31.9642,7.030904,243.1261,67.70898,-29.86597
525,52295,308,0.06935538,196.73457,1.7971378,24.43666,39.7074,35.27424,27.44951,19.52496,82.46674,26.52807,-5.245679
532,51993,25,0.01767147,213.16622,1.7549377,20.00906,6.232782,14.13028,10.96665,5.041266,46.34869,13.23225,-7.448915
539,52017,619,0.0908858,226.38753,2.3719243,58.31935,147.9789,90.4894,66.7282,14.69699,481.2413,137.3392,-48.88213
549,51981,409,0.2995953,128.30179,47.304938,66.26308,173.3747,68.79848,48.00946,20.88134,235.533,43.93033,-57.11578
559,52316,2,0.1899301,156.79098,58.17398,15.83613,46.88365,21.15732,12.44165,0.3899224,115.9857,34.21388,-10.59392
569,52264,140,0.145335,143.86699,3.0283075,17.62392,25.9389,20.09347,16.88005,12.49885,33.9973,8.752883,-3.146942
577,52367,121,0.1443165,159.04031,3.2786882,16.00184,3.08139,20.89942,5.309077,4.560174,12.48169,17.24329,-0.8751401
583,52055,614,0.090082,214.94251,5.1605426,9.569889,70.88762,37.18726,24.02996,7.545208,219.8282,45.97389,-26.04243
591,52022,95,0.04611726,229.78839,3.6036675,23.70261,40.57012,20.64867,8.447686,3.719348,73.9277,20.31037,-3.401703
599,52317,117,0.1325286,184.41915,64.549428,24.74367,87.21309,5.716709,18.45265,5.015733,81.0715,9.241836,-8.379351
607,52368,45,0.05116897,219.09329,60.585773,23.69809,18.61637,23.02958,17.69134,4.440006,95.01282,26.75848,-23.69868
616,52442,143,0.1456042,235.41274,53.642823,10.24156,69.91569,24.02715,13.08394,6.462499,164.5407,27.71864,-14.88564
623,52051,71,0.05937232,243.61817,50.612137,10.29885,35.15644,19.58504,15.6752,6.869128,100.4709,28.73304,-19.42379
629,52051,442,0.1871533,250.72643,45.368883,22.2313,81.36189,22.07952,16.5302,6.353229,136.5658,37.68399,-15.76809
637,52174,588,0.1208241,316.36927,-5.83004,18.76057,25.96872,16.24788,6.838544,4.417553,27.61502,4.208041,-1.969066
648,52559,444,0.1690522,356.17482,-8.9409928,6.207359,42.82655,2.743468,12.2759,4.713618,96.3886,19.90485,-11.90746
657,52177,157,0.09950129,13.779629,-10.285005,29.0075,278.9166,80.8266,63.71584,10.61544,443.963,64.71024,-23.68266
663,52145,2,0.1132668,25.79322,-10.466549,12.18305,35.66063,14.53814,9.522916,7.851377,84.88067,16.7968,-8.321261
669,52559,363,0.2564365,1.3003212,0.94264942,3.559079,11.89128,5.530968,2.165714,8.689572,23.75494,7.078447,-6.833998
689,52262,276,0.04252462,6.9939233,-0.10730257,36.59709,162.2262,98.22633,67.11613,14.6884,486.0812,106.2401,-31.61916
707,52177,254,0.2319697,41.087794,-1.1588103,15.97857,48.76724,26.51142,21.01684,8.079157,138.4696,31.91822,-41.6552
722,52224,132,0.06749997,339.77885,-10.16106,7.877762,46.75546,22.66199,12.31679,5.113323,112.4241,28.33513,-15.71123
732,52221,57,0.1461415,326.17911,11.629057,14.37892,165.8722,42.95721,29.91203,11.84746,293.7555,76.83202,-22.87154
739,52520,262,0.1045678,339.12472,13.246844,1.703126,33.38181,12.23749,6.745154,1.761918,60.60273,13.94044,-13.00479
747,52234,622,0.06593207,355.71614,15.042572,69.97276,44.29249,43.27049,27.12976,12.00946,211.0924,63.67256,-40.13232
756,52577,152,0.081804,117.86989,33.718281,13.65508,97.75895,42.81433,45.23471,9.893474,287.5083,58.34982,-34.30483
764,52238,442,0.1388583,134.09387,48.801245,11.54662,23.17634,13.73255,11.76694,5.472276,26.60568,5.438604,-3.715426
772,52375,243,0.07440064,156.24539,61.289574,18.60368,72.0986,28.18108,26.44118,10.64887,66.02747,15.80663,-4.071755
783,52325,542,0.03496615,198.47651,62.610845,22.0442,190.4684,59.81405,42.47486,12.04192,285.8263,39.96873,-11.04816
793,52370,183,0.128123,226.7612,54.364867,82.09523,65.67332,21.86855,13.83363,9.087308,74.42297,18.83134,-5.041992
804,52286,216,0.1310171,49.433082,-0.98238071,26.55497,16.31514,13.72726,11.66044,1.763089,86.63457,23.78742,-36.47083
814,52443,8,0.1338584,244.70248,44.142609,164.8456,155.5831,67.82373,65.62803,30.91884,218.7891,44.49148,-19.88524
825,52289,599,0.1268768,123.91151,33.563078,31.82081,86.00304,43.08337,29.93985,6.937197,269.9373,62.74549,-35.77322
836,52376,122,0.1140253,170.64142,4.0052572,8.195405,48.84379,9.956964,11.71959,3.312561,45.32798,3.676371,-4.067634
842,52376,455,0.09963161,181.85358,5.9628755,4.144585,7.948011,5.102616,2.537993,0.2619048,10.9303,4.844112,-0.7630055
848,52669,635,0.1069907,195.23153,5.1804893,83.63621,137.25,99.65424,66.26033,22.17825,468.4002,99.3735,-53.48671
855,52375,301,0.07853858,206.73986,4.0174864,15.41258,59.28211,127.952,27.73234,3.043146,196.3882,49.3191,-30.07544
865,52323,459,0.04106383,132.37926,39.209703,8.332604,61.91191,19.33119,15.0469,0.6777185,176.7534,41.20276,-8.387126
878,52353,372,0.09595796,167.81852,52.253681,9.73631,65.03099,27.6277,18.3276,6.047259,186.178,52.50866,-16.67835
884,52374,170,0.1230481,186.69136,52.157184,29.9074,212.1338,87.89822,65.78505,10.92832,559.9837,124.8076,-43.82766
891,52584,146,0.1168396,120.35537,33.682591,4.041684,48.72312,15.52054,10.09439,3.815605,142.7837,33.49334,-17.86338
900,52637,360,0.1002118,138.82736,48.547968,31.52571,155.0822,52.96861,37.22396,8.368673,367.0164,70.82888,-28.73712
908,52373,290,0.04947636,165.17657,55.508563,14.50042,118.4585,46.31849,38.39148,6.914318,264.4662,58.09707,-19.32348
915,52443,324,0.07351106,209.49814,-1.3908314,101.1439,304.6927,142.6027,109.6882,18.87362,791.007,216.3696,-47.58522
925,52411,426,0.08106325,232.68486,-1.3786575,5.654198,45.31999,11.82237,15.11226,3.556465,48.82162,6.168496,-3.777974
933,52642,452,0.1183895,129.72712,34.73733,12.60911,107.2872,47.76372,29.29667,8.572773,288.2727,69.18541,-31.77265
943,52376,575,0.2189933,153.47921,46.011072,99.43691,90.97562,49.20992,42.09591,14.10767,306.0751,74.55626,-61.82612
956,52401,208,0.03840257,188.61738,58.815988,5.141448,21.45333,14.15849,9.116457,3.245547,56.64941,19.34601,-11.05617
963,52643,358,0.1424689,161.41854,47.869088,13.24461,91.68864,35.97527,25.01555,8.809966,178.7982,30.13661,-18.61145
969,52442,526,0.09454329,181.67789,51.056365,11.25963,70.95462,22.14725,15.88715,9.337377,92.93256,15.145,-5.978269
978,52441,476,0.1205078,258.66514,30.89953,11.40224,32.06881,10.13691,5.022135,2.056073,32.48664,6.88655,-1.725713
987,52523,266,0.08863054,319.9376,-1.2578677,29.97281,163.3134,53.06016,49.49517,14.64434,406.6696,92.32424,-25.47802
995,52731,207,0.1034781,149.64714,5.1341206,17.53358,59.13396,30.99085,10.92756,8.089155,47.96082,10.65203,-2.095408
1002,52646,309,0.1251736,163.11705,6.8406318,12.04718,93.64452,34.77316,21.41895,6.193251,252.7752,59.65219,-23.08948
1009,52644,433,0.06405796,157.82283,52.270255,57.68865,96.78502,48.33515,34.68897,8.954255,213.0642,61.97737,-10.60245
1016,52759,298,0.2241517,176.08813,53.845761,13.63198,59.89599,18.22144,9.199849,6.263177,109.3211,14.37579,-8.347353
1021,52460,357,0.170288,309.38507,0.16455974,8.469479,39.29088,25.53895,15.32076,5.9798,130.8114,31.70876,-32.99675
1026,52558,504,0.1366556,318.80286,0.4352389,20.59361,13.80342,18.88119,8.899795,1.670784,74.57271,23.3023,-26.99578
266,51630,146,0.05217639,146.35204,-0.33269118,86.13953,489.7381,210.0699,146.9877,44.57067,1334.967,266.446,-36.2537
271,51883,51,0.09473691,154.71846,-0.98255223,17.36325,61.55126,13.5399,10.05433,10.30675,52.70899,21.91557,-1.68502
278,51900,339,0.1233094,166.44797,1.0213302,4.694467,19.48118,10.49521,10.39828,1.970108,35.22786,6.763906,-2.785261
282,51658,635,0.1067753,175.15946,0.33529191,41.48521,53.51995,27.36548,12.69842,7.582871,74.02699,18.04153,-4.953921
289,51990,631,0.1347296,188.02151,0.011540812,10.2544,33.96997,15.60295,9.830151,2.019183,56.99456,17.90251,-4.384118
296,51984,406,0.08190598,199.96495,0.93036796,42.73454,112.873,74.93262,52.34137,10.2809,351.3835,93.15228,-31.32643
305,51613,373,0.1251168,216.0537,0.42492203,7.336266,12.02077,5.790288,6.719126,5.590858,13.96204,2.320055,-1.352295
315,51663,398,0.05215439,233.96134,0.77263546,62.99123,32.68645,48.97234,35.2426,10.97242,193.1824,52.08279,-34.72844
333,52313,247,0.09203685,184.02693,-3.5037503,119.9279,104.0271,42.09859,31.32971,13.70497,105.6932,30.94635,-7.433221
340,51990,314,0.1244222,197.07555,-2.5226403,8.58731,49.91394,20.47486,8.40172,2.132682,112.225,22.8533,-16.19831
349,51699,336,0.08636074,251.66263,64.273181,24.41279,126.9142,41.6944,33.34681,7.881726,218.9598,50.33653,-11.48739
364,52000,498,0.1652162,246.46219,0.2692105,3.639554,22.91632,3.874748,3.616071,3.570155,20.82051,3.853406,-1.415574
377,52145,167,0.08328333,339.65172,-0.71757922,23.21274,54.38328,48.57705,23.22223,5.800722,184.3672,47.03829,-27.96512
385,51783,255,0.1338802,354.97428,-0.74780088,12.50968,36.26384,7.043881,5.6075,3.896481,20.37382,4.020187,-1.038345
392,51793,383,0.1198875,8.4923559,0.63853684,13.43284,53.85555,19.7639,14.56621,5.636504,100.9849,16.72573,-5.683871
397,51794,608,0.03411341,19.191862,1.0827457,177.3075,246.795,204.9931,135.6965,26.66104,891.7891,279.6085,-39.34034
405,51816,210,0.2791042,33.193989,-1.1367481,90.54294,147.1172,50.68895,41.63203,11.54414,380.4105,78.67287,-55.95061
412,52258,187,0.1409725,47.56974,-0.33292285,11.50531,24.42752,10.12251,4.295062,4.285877,49.70943,9.922572,-3.789272
421,51821,14,0.1359347,16.460551,14.023117,3.829947,33.90808,25.24818,16.74507,5.319865,114.7629,28.87477,-14.62306
428,51883,483,0.1581985,33.007548,13.475067,15.30085,31.17567,10.5168,16.20298,5.176865,23.85286,3.704871,-1.762061
435,51882,190,0.04038583,117.72578,40.294347,31.36956,52.88447,27.48501,17.43269,7.88966,50.26794,14.5873,-1.841524
444,51883,120,0.04143795,129.02552,52.724702,44.50852,27.17737,30.07513,21.20482,4.843764,131.5623,38.81107,-27.02966
450,51908,47,0.08096626,137.8241,54.128791,28.91798,97.56555,52.43325,38.63449,13.34222,234.8487,61.92241,-19.38226
461,51910,384,0.1442825,52.315062,-6.8122683,8.316262,87.65107,41.0694,24.60435,7.681269,229.6925,49.82111,-25.57264
472,51955,45,0.0165755,139.37082,-0.62057324,41.2724,276.9504,157.1929,113.8941,17.03008,900.7371,162.7078,-39.91736
487,51943,93,0.1774984,149.90697,62.290893,22.05317,14.54162,8.919694,3.06079,1.589094,33.14717,12.54554,-3.013079
494,51915,493,0.1191471,188.36916,67.440492,10.41293,42.14934,12.55233,10.54725,0.7352172,62.62855,12.28603,-3.566129
500,51994,38,0.04550581,150.65242,1.8100223,123.6006,51.69365,63.09393,42.70947,7.039652,314.7873,85.52046,-61.52938
508,52366,76,0.112632,166.44555,2.0544002,14.71716,32.65932,10.44033,2.583752,7.223373,43.63132,12.27975,-3.73294
514,51994,82,0.1325036,176.65278,1.3308691,9.009019,14.68393,4.664145,8.696068,1.692647,8.211158,2.197716,-0.5084886
520,52288,166,0.079368,188.29259,2.3107312,28.77765,242.6883,73.08824,57.20692,7.684858,531.1565,141.2604,-32.23224
526,52312,494,0.1355809,200.07592,2.3151158,4.732152,23.38767,15.20744,7.623963,4.687731,68.42447,12.36243,-8.609055
534,51997,48,0.117131,216.21531,1.3797521,21.50658,52.571,24.66986,17.02792,3.70645,117.8787,30.52584,-9.100337
541,51959,235,0.1194889,113.56779,32.472503,6.646552,37.64043,16.17696,8.88143,5.541625,51.44123,7.850677,-4.39527
550,51959,402,0.1261417,129.50683,49.014993,12.61573,89.95966,23.92131,20.91425,5.140907,206.5031,44.51435,-20.41785
557,52253,9,0.1157861,148.89945,56.048202,13.32835,33.18076,2.776728,8.783179,1.547937,67.06236,17.37214,-3.409951
565,52225,313,0.1555027,132.91895,3.1072865,22.30963,96.60753,42.5654,27.44978,14.67723,252.0017,54.47023,-21.16657
573,52325,239,0.03247405,151.02049,3.8634194,28.93132,40.19263,40.11517,28.07573,6.102157,161.9578,37.23854,-20.3215
580,52368,364,0.03995325,164.19857,5.7365395,6.620786,10.30579,13.2282,7.766531,6.188938,43.78285,10.5988,-15.88815
587,52026,334,0.05737178,220.3241,4.5931137,35.35733,194.8738,95.04041,69.21531,11.7694,564.1866,157.8709,-54.9772
594,52045,113,0.04301502,237.05078,2.6400516,25.37031,15.864,15.68689,7.223678,4.292682,68.16219,17.26089,-17.76921
601,52316,341,0.04966625,189.53899,65.233521,5.316662,36.41733,27.27474,19.28858,7.695458,87.43301,18.80945,-10.79151
608,52081,320,0.07444122,219.29141,59.735452,43.91719,36.83554,34.33335,22.82706,5.059395,157.9581,50.82499,-29.57813
615,52347,521,0.06204798,233.04368,58.888085,37.90217,101.2466,56.56276,42.68681,15.13769,198.9505,53.46681,-11.4406
624,52377,282,0.04556815,244.06244,46.264837,4.831271,5.009825,6.971758,5.655374,0.8456109,19.39294,8.993479,-10.21142
631,52079,111,0.113214,254.13419,41.748109,12.85106,70.42091,33.02687,23.72893,11.54697,116.853,22.59439,-13.14121
640,52200,87,0.1165041,321.33593,-7.9861328,17.41624,28.35261,13.35914,8.539031,6.1,29.6719,10.20913,-1.655613
652,52138,217,0.03664752,3.7334199,-10.972374,556.7794,173.7327,198.8225,137.5264,31.86714,1081.317,354.5912,-73.32963
657,52177,235,0.07921055,13.159393,-9.9044128,27.4862,135.5869,58.08332,36.63307,14.18813,277.5339,67.35979,-11.68769
665,52168,321,0.08646805,27.87497,-8.3016651,9.452859,68.75867,33.43742,22.79163,6.758214,181.4588,45.09213,-17.58213
679,52177,524,0.02894328,349.14718,1.0128148,22.90218,90.26257,38.81145,31.32024,4.058377,194.8943,53.4726,-6.989155
693,52254,467,0.1949382,15.176139,0.33501812,13.58091,36.12093,11.40548,4.837265,10.24591,19.73298,9.805568,-4.547466
712,52199,404,0.1497518,51.131661,0.90317584,15.98223,37.03093,19.5634,15.77621,17.81697,87.16505,25.49937,-17.05643
722,52224,467,0.1182231,339.51312,-8.7371754,23.2171,57.91279,33.0211,19.76512,7.084099,130.5537,35.4044,-11.60188
950,52378,226,0.08272655,165.5833,58.426093,7.168236,64.42957,21.62761,16.63708,5.364004,169.3066,34.87834,-15.39457
957,52398,85,0.1929415,194.3602,58.68377,12.90994,72.77746,21.0981,17.5669,4.109669,140.5166,33.35073,-15.46585
963,52643,524,0.02236916,163.637,49.221127,61.16716,48.85598,20.97513,14.49236,10.05782,43.67258,35.57539,-0.4038832
970,52413,463,0.08335318,183.45728,50.582158,33.7415,277.3479,101.3511,75.70029,18.40839,699.7607,139.2743,-40.30455
979,52427,59,0.1614491,260.10783,26.426982,5.660779,19.70138,4.764874,2.552216,11.32088,28.37783,6.51299,-3.627388
988,52520,29,0.05099577,323.10531,-0.63193284,119.7446,97.51844,98.8694,73.81706,13.9809,464.6539,141.2624,-50.35565
995,52731,421,0.06180309,149.72906,6.5707346,18.15473,5.272633,9.810907,7.490274,3.480294,41.95032,9.384496,-21.30453
1002,52646,480,0.06908753,164.50047,7.3254523,12.07822,13.03702,6.327465,3.122934,0.9704467,16.80656,4.863819,-1.116485
1010,52649,44,0.1268281,162.67582,51.755792,10.62937,59.98731,31.67345,18.70942,5.775361,155.6934,32.89199,-21.9031
1016,52759,424,0.05300659,176.48051,55.278382,6.975796,39.39985,16.34579,11.13181,2.465794,94.5797,21.17743,-8.636599
1021,52460,640,0.05469482,311.26303,0.42487195,57.26852,16.44499,24.85074,15.146,5.430796,110.3579,34.94949,-13.061
1027,52557,53,0.06475703,321.33826,-0.38821682,152.2679,38.0899,43.28433,31.13639,8.842989,253.3755,75.01198,-52.25292
266,51630,399,0.120346,145.55565,0.18343852,14.3692,47.33845,24.50076,15.94963,3.958668,96.39385,29.89396,-8.012223
271,51883,600,0.0785201,155.4117,0.13399389,9.304705,41.39893,23.92581,19.48129,4.145802,76.98462,19.20176,-6.357188
279,51984,21,0.0876972,170.17279,-0.61391776,81.8074,221.8125,118.8976,79.42294,19.08403,693.2566,199.428,-43.7678
283,51959,420,0.2450908,175.51423,0.85996027,174.5152,677.5983,244.1353,197.8468,100.5711,950.1731,180.4224,-117.1674
290,51941,438,0.08034749,188.76565,0.10844676,48.55062,123.2798,64.93735,49.56666,10.91398,353.783,89.64372,-25.69139
296,51984,499,0.08195111,200.04211,0.50159508,20.57722,81.27385,36.52429,24.83529,3.456427,169.9905,40.65538,-11.64516
306,51637,568,0.05050265,218.43274,0.98733666,329.2917,163.7561,134.414,93.44224,17.1576,821.3561,249.337,-84.51613
