plate,mjd,fiberid,redshift,ra,dec,oiii_5007_flux,nii_6584_flux,sii_6717_flux,sii_6731_flux,oi_6300_flux,h_alpha_flux,h_beta_flux,h_alpha_eqw
273,51957,80,0.05840081,158.97334,-0.056495326,16.69417,13.69125,22.06787,15.68369,3.748192,70.74951,21.83528,-14.40282
280,51612,15,0.0947919,171.35128,-0.9608915,42.82213,80.96894,60.46414,44.02617,4.397604,281.6947,75.78433,-41.02536
287,52023,526,0.06935719,183.35021,1.1735059,25.55734,87.21746,54.14585,39.40987,7.33714,261.6216,63.72902,-30.74756
294,51986,100,0.1378868,196.98609,-0.99791165,20.347,93.9842,39.60848,35.30093,3.212363,253.3484,56.19416,-34.91973
304,51609,98,0.05408675,215.54901,-0.13128309,39.67903,198.2633,101.7143,68.72594,12.69829,524.2932,122.8184,-30.08218
311,51665,402,0.03726973,227.37021,1.0034177,243.4454,34.96292,54.6696,37.40828,9.876165,328.8039,108.508,-50.83056
331,52368,254,0.06403457,179.73032,-3.582669,28.01749,95.98521,51.00529,40.10766,7.255292,243.0903,58.97429,-20.21474
339,51692,406,0.0953201,196.3298,-1.5361615,17.93121,42.66681,18.51898,12.7447,8.757833,28.06836,4.507135,-1.32447
350,51691,565,0.1370679,260.38061,66.089183,13.98866,90.20137,18.48816,22.80851,2.818182,223.1483,45.4656,-15.8727
367,51997,329,0.1257317,258.99729,56.661704,26.67162,186.4741,63.39495,47.30184,10.99707,524.4837,108.7524,-26.80735
380,51792,432,0.04346469,344.66506,0.31594783,13.04046,7.303005,7.180682,8.302226,1.422226,30.09217,11.5737,-9.743073
392,51793,20,0.08140541,9.9814386,-0.80002343,120.9286,194.292,114.7849,80.13808,16.33469,661.218,166.5935,-73.84008
399,51817,447,0.2086457,21.442508,1.2726351,3.823004,13.27009,6.062365,9.117672,9.140922,12.06628,8.081646,-2.707387
406,51876,395,0.193913,35.256358,0.47013046,73.59282,137.0484,70.55151,48.15312,15.986,413.468,111.7643,-63.9273
413,51821,219,0.1170558,49.269696,-0.9903768,5.754693,18.55943,11.21184,5.458943,1.597479,23.69977,7.476203,-2.216869
421,51821,264,0.117167,14.696038,14.189442,11.48242,69.63947,32.7281,24.60748,4.958778,146.9565,29.61592,-13.36736
429,51820,337,0.09704552,25.642194,14.830644,4.738802,49.69905,25.27163,16.42259,6.394814,125.9345,23.58712,-13.93194
436,51883,329,0.05081495,118.78079,45.726543,28.58167,73.79533,23.58124,10.52828,10.529,44.48783,17.89826,-1.404903
443,51873,356,0.1260601,125.71305,49.531457,23.49762,214.2624,84.29074,62.79994,11.81414,454.9689,90.96756,-22.32896
448,51900,538,0.03894882,133.75629,56.937869,33.52584,22.53544,29.4283,20.74472,3.456016,101.5893,31.20141,-14.33394
455,51909,388,0.03097362,38.294963,-7.8037217,707.2045,104.878,17.45388,24.18273,12.83329,433.2871,97.71133,-9.753325
464,51908,333,0.1214775,58.450444,-5.4549527,18.27354,94.89888,34.00674,25.82469,9.433928,156.6933,29.59744,-10.10845
474,52000,304,0.1562999,140.18391,-0.53656215,15.29474,35.82319,12.96885,10.93225,1.257398,40.5166,6.809237,-3.562124
485,51909,13,0.1046491,143.89999,59.286263,4.656975,38.93601,27.88724,11.60929,6.364834,107.2118,26.67356,-22.68296
492,51955,330,0.1032205,173.61284,67.977905,5.870113,58.451,18.19194,9.781605,2.928845,92.7289,16.15801,-5.209494
501,52235,298,0.05644372,149.70939,1.1675287,102.3859,305.3942,120.3087,86.37979,23.87248,642.3815,159.6844,-19.72923
508,52366,62,0.1076945,166.39846,1.783042,7.225082,108.2563,32.01096,19.29321,11.06752,269.7137,53.38388,-17.05717
513,51989,212,0.03988047,173.66328,1.4949665,101.0216,228.7867,106.8211,93.04115,20.64952,603.744,131.857,-35.40569
520,52288,165,0.08133487,188.27168,1.9420342,11.2352,31.24007,13.3921,8.823444,1.153191,38.55358,8.964481,-3.325944
527,52342,64,0.1402151,202.85564,1.6925241,10.8386,58.63552,26.57172,19.42578,3.314611,162.0975,42.31011,-15.1251
538,52029,571,0.09649298,224.2928,2.65646,12.42894,14.22798,2.858363,2.469582,3.155263,21.69862,6.278088,-2.589139
545,52202,445,0.04348661,121.58126,41.206071,11.48201,8.842072,16.50629,12.90572,2.851966,63.91984,13.50988,-14.75737
554,52000,206,0.03651687,139.80984,53.228584,21.75722,184.6549,84.44381,66.98594,18.65493,408.675,80.89745,-17.59443
568,52254,236,0.05692837,140.90763,3.4467341,112.9046,26.54938,39.99078,30.40443,8.425825,212.5599,73.75474,-38.91232
575,52319,605,0.1005563,156.69093,5.0337734,33.88404,221.7269,94.1529,61.5029,11.68652,558.2796,130.6339,-47.20486
582,52045,533,0.07965787,211.99064,5.219069,19.91459,93.51787,26.82947,20.9993,4.229332,124.8969,17.97298,-5.570263
587,52026,481,0.122284,221.2881,4.3655751,13.85296,114.3702,37.87116,26.30797,7.125007,323.4543,76.4761,-31.62762
594,52045,518,0.065758,236.05805,3.7640793,27.33092,41.42767,40.25486,24.46521,8.843327,162.6283,50.90074,-27.03106
604,52079,96,0.1374046,206.65103,62.356511,14.8591,80.25128,27.59108,21.04031,2.903419,144.1021,34.56746,-7.32584
614,53437,216,0.04591215,231.9073,54.711321,7.788701,34.30541,18.66145,11.56573,3.933799,102.0424,20.3113,-6.974942
624,52377,379,0.09763599,243.96429,47.053887,14.17957,23.86928,11.72898,6.677432,4.823275,19.34474,3.676532,-1.141905
631,52079,259,0.131252,252.83067,40.841183,71.00775,295.481,130.3419,87.65227,21.60643,795.2508,193.7099,-57.29071
640,52200,618,0.08914382,322.52187,-6.6862106,104.3235,113.1501,83.39552,64.14909,16.34239,457.1495,110.9548,-41.96372
653,52145,303,0.1214809,4.6757775,-10.270538,17.90962,105.0066,43.01864,30.57433,8.0596,167.7802,38.58064,-9.574245
659,52199,629,0.1108442,18.493989,-9.5649903,15.39423,109.8811,33.89566,27.08897,4.790769,265.6207,62.74899,-12.55015
669,52559,91,0.2257909,1.8122764,-0.59864643,5.075565,14.12012,5.203017,6.101547,3.187321,32.02425,5.087418,-6.126431
687,52518,122,0.2021968,4.0334693,-0.81093573,21.61419,53.92351,40.91738,31.85115,9.476215,183.7675,43.74269,-47.47503
703,52209,137,0.100161,34.134946,-0.75828832,12.66984,79.89865,30.17649,19.54484,8.640738,195.9945,37.7934,-13.33075
717,52468,410,0.1326182,330.71748,-7.4942465,4.923269,19.65131,12.68579,7.494463,3.666313,52.20081,13.21758,-7.426268
726,52226,414,0.1223521,347.85377,-8.4120485,6.501553,37.2624,14.60809,13.07117,3.257956,73.03961,13.68252,-8.078894
736,52221,534,0.1277901,334.18311,14.061536,17.38645,58.66647,41.40278,27.33383,6.758295,193.2209,46.976,-27.4241
744,52251,62,0.1482124,349.16728,13.931788,12.98402,82.1864,8.215939,28.94041,9.020826,168.0737,34.62391,-11.79364
750,52235,412,0.07582571,359.80505,15.645003,9.327167,32.42094,25.8651,184.3083,3.150446,108.4784,26.23566,-22.07821
758,52253,8,0.06919627,122.60691,37.731587,10.71852,24.30575,6.637785,5.715103,6.383325,46.07425,9.352311,-4.062698
765,52254,434,0.1211846,135.56102,49.131712,9.919537,86.3567,31.63281,24.44876,8.34054,210.2599,44.90697,-28.16542
775,52295,481,0.06673592,170.03598,62.322635,20.50893,156.6824,55.54076,41.15895,16.60499,412.6417,77.34446,-17.21684
782,52320,539,0.009215283,193.97501,63.612436,43.15373,181.914,72.54207,48.75471,22.01616,290.5088,40.54089,-9.3987
790,52441,329,0.1379119,217.35316,59.119741,4.807509,15.8935,6.566245,8.245467,1.509064,34.91708,3.880342,-3.826348
803,52318,103,0.08356434,47.73038,-0.89993176,90.54857,15.20318,25.58056,16.45787,7.407384,144.12,48.01509,-54.55588
808,52556,159,-2.985652E-05,46.383495,-0.4929,1.599571,1.105168,3.205653,2.064271,7.977173,8.617875,2.388319,-13.31896
817,52381,630,0.0323788,249.4442,40.788332,60.37924,30.71954,33.06206,19.39796,3.427596,150.3266,48.35689,-35.32662
830,52293,63,0.1335614,134.77383,41.136489,104.5029,64.84607,31.45568,25.53472,11.40861,66.88275,19.019,-5.711228
838,52378,498,0.08914343,175.16939,5.6873284,5.141915,22.0575,11.67139,4.857898,7.08004,72.90019,14.84948,-9.891629
846,52407,380,0.0401743,189.48111,5.978268,88.61601,93.02641,74.36092,53.14919,11.78496,350.2371,103.4018,-33.87681
855,52375,233,0.07744487,207.4363,4.5100724,26.28685,88.00217,55.49637,36.64541,8.336412,288.378,81.03616,-37.30767
864,52320,197,0.05718148,129.39968,36.647221,16.40076,39.19102,17.45006,12.26563,7.105782,85.90852,24.34836,-7.93913
879,52365,131,0.03208414,172.14977,50.98979,27.91245,119.4624,47.77362,33.10578,9.020396,290.3654,62.75327,-8.684311
885,52379,527,0.1204175,190.04977,53.395684,6.96409,35.88145,11.35165,11.13081,4.813822,108.8278,23.61604,-15.17746
893,52589,515,0.1242509,125.25997,38.292098,27.50869,89.56603,30.2844,21.07157,8.415436,204.4612,44.69935,-20.85032
901,52641,316,0.0807078,142.20975,49.817049,20.24612,135.1021,61.62196,42.93661,7.050544,284.4565,62.32305,-8.819112
908,52373,426,0.1328986,165.40434,56.700835,4.510108,14.76883,1.395886,4.13613,2.49766,12.20269,5.295265,-0.687169
918,52404,380,0.1332247,216.29435,-1.077008,17.1781,59.00292,28.63569,28.82305,6.593724,159.2768,34.66258,-21.59883
929,52581,93,0.06898268,120.19318,26.520653,17.05877,69.9519,44.77538,26.34531,6.422809,226.4188,47.57668,-25.20407
937,52707,267,0.05635353,136.76238,38.501577,11.53611,23.73591,18.31101,14.81853,3.701924,68.13797,11.80168,-12.39378
944,52614,406,0.02997079,154.48081,46.60325,125.0138,622.4449,248.5316,190.9433,27.81236,1633.185,297.3075,-56.29996
952,52409,430,0.1689614,171.30767,59.97668,12.2377,21.45981,6.337095,5.70324,4.889565,48.84877,15.61607,-5.002496
960,52425,6,0.1646169,205.55337,57.449656,17.24951,117.7094,21.05452,32.19691,7.027947,313.0636,63.72683,-31.13664
966,52642,630,0.0533012,174.08453,49.650194,57.84748,214.103,100.3448,75.3046,13.96624,637.3806,145.2713,-53.39833
974,52427,249,0.09170183,255.83871,33.484026,6.283419,25.16487,15.42198,5.631581,3.609535,39.31134,8.094544,-3.940442
984,52442,385,0.08647857,314.17187,0.52207062,224.6213,131.0442,105.7672,73.41679,18.06705,629.3136,171.7263,-72.87441
992,52644,285,0.09020607,141.93049,4.8056081,22.25648,74.63992,49.58933,35.18809,4.239958,236.1186,54.43987,-25.60388
1000,52643,127,0.09288992,160.11674,5.7409259,5.745036,3.420037,0.750836,5.127234,1.682399,13.13321,5.415674,-0.7743171
1006,52708,169,0.05137984,150.85143,49.117101,19.22783,89.65845,45.56735,30.60307,6.1764,240.8165,69.99191,-20.84582
1013,52707,591,0.02741302,172.29717,54.221913,30.35744,15.07785,14.93616,14.6848,4.596599,71.47229,21.74717,-16.47975
1021,52460,226,0.08686774,309.62445,-0.49958169,8.926829,36.4071,15.50422,11.21777,4.62993,63.84805,12.93267,-9.484709
1026,52558,533,0.251988,319.0069,0.92853028,13.89777,40.09475,11.96702,13.3905,1.111616,94.74149,19.49815,-28.84301
1032,53175,211,0.2167263,329.69836,-0.95925575,12.91942,68.28645,25.42227,17.83367,4.918089,137.7177,25.57213,-28.58671
1037,52878,27,0.05611121,340.78247,-0.54915762,10.43163,12.54541,12.17083,7.415257,1.878334,40.41815,14.274,-14.35092
270,51909,303,0.1106428,152.10806,-0.22642465,93.07555,42.32643,50.90128,36.30632,13.21018,234.9463,63.82534,-57.26674
276,51909,72,0.1298663,164.13059,-0.066956961,6.892992,37.78357,18.31504,20.98418,4.832881,64.34521,14.28956,-4.686023
283,51959,573,0.1463416,176.80702,0.70371701,19.25965,88.81866,37.90044,37.26231,8.05113,269.6436,65.00826,-37.62435
290,51941,165,0.1083745,189.17567,-0.32593103,7.987833,33.14612,15.18752,7.916036,3.16954,97.78405,24.264,-19.13803
297,51959,598,0.1050537,202.48298,0.38858141,7.527982,13.68876,2.512432,5.297985,1.061316,21.03139,2.740239,-6.669604
306,51637,248,0.0798168,217.38666,-1.1662222,4.866271,16.10169,7.622113,4.67909,2.56494,25.09873,9.342177,-1.650317
315,51663,425,0.1529851,234.40357,0.69707842,0.4492178,34.6034,16.03083,9.078162,2.39341,73.86021,11.35193,-12.77363
334,51993,398,0.1934816,186.38259,-2.2029039,13.73107,39.03193,13.03836,10.98958,10.70407,38.67408,12.07889,-4.47885
341,51690,526,0.1099314,200.32405,-1.5366992,18.65288,141.5866,53.20494,33.96223,8.201336,329.5584,65.9613,-16.78528
351,51695,329,0.1060291,253.46717,62.197127,226.7965,1474.358,490.0738,378.5536,132.3533,2699.884,461.3745,-95.06908
366,52017,115,0.02549347,263.06045,58.609042,4.917727,1.586784,4.666303,4.702412,1.14648,12.24607,4.102365,-5.16811
375,52140,590,0.06764562,336.45149,0.27022813,8.013041,19.87072,17.18982,11.83808,2.101419,69.69276,19.33286,-13.83627
385,51783,448,0.1850025,355.66246,0.96734818,18.662,127.562,36.96911,26.72262,11.59955,331.632,72.23405,-42.98135
393,51794,15,0.1171647,11.761485,-0.98026676,10.26403,45.10701,16.36775,8.413589,1.921543,84.97311,17.34599,-8.633575
401,51788,360,0.07948557,24.559154,0.042373587,9.81119,51.086,13.64279,12.33847,5.607925,102.5323,24.50363,-6.279904
407,51820,386,0.15303,37.308474,0.57365484,10.19623,60.90131,33.18322,20.4817,7.489145,112.4695,18.50716,-21.35563
415,51810,555,0.1308349,53.771163,0.63797292,13.20905,58.78681,24.61683,17.05875,7.306596,142.3231,29.82397,-12.31818
424,51893,217,0.1448452,20.668756,13.715107,6.914094,50.12723,14.41304,13.48653,2.219216,129.9569,31.56381,-18.02697
431,51877,329,0.08667316,113.47426,39.081942,43.33814,212.814,100.8625,79.09674,30.19349,301.6148,62.73016,-12.57718
439,51877,298,0.09699203,120.86631,44.10768,27.83981,117.5997,43.87874,34.74263,4.586505,297.9225,75.36382,-29.30208
445,51873,280,0.09823266,128.22414,50.482981,73.82906,33.99174,37.32995,24.71794,7.753655,193.8988,58.21902,-57.931
451,51908,570,0.2267499,141.13921,57.737997,47.40473,98.13558,48.82885,37.08713,10.17962,324.952,69.70216,-49.42122
458,51929,317,0.06975359,44.655943,-7.9222206,7.062851,52.37764,25.88417,13.11824,6.246266,126.4418,22.74722,-11.8015
467,51901,390,0.07729953,130.63865,1.1494332,19.38413,124.4924,46.18217,34.78514,6.357237,348.6139,69.27557,-30.09713
477,52026,611,0.1165501,146.24248,2.6176354,200.9973,73.03441,73.70731,52.63452,20.83911,412.0015,123.5588,-65.94887
491,51942,212,0.09584635,169.96109,66.070928,25.29169,85.64941,33.05468,25.39352,8.522809,61.48429,27.2067,-1.348331
498,51984,508,0.04104418,211.99425,65.293455,59.94901,48.58568,50.83475,33.24998,5.155394,227.7206,63.49366,-37.67147
506,52022,268,0.1081624,160.29073,1.4604815,28.22893,44.89219,13.30366,7.739276,6.270076,47.5363,9.668248,-3.131172
513,51989,426,0.09289055,173.14321,2.5225189,13.44432,36.30414,17.05593,14.512,7.075499,23.38373,11.92648,-2.032048
520,52288,151,0.07592555,188.48851,1.8533275,8.890516,31.31169,17.71421,15.25303,7.207551,53.9356,8.110351,-5.065372
526,52312,640,0.1394745,201.50873,2.2806542,18.74234,106.0108,29.90825,20.9321,4.846975,205.0103,41.44633,-12.71027
533,51994,522,0.02419174,213.78339,3.1127349,5.673664,65.57567,19.701,12.65053,6.211131,79.31003,10.37313,-1.762088
543,52017,380,0.1169083,117.46738,37.281383,10.40477,48.1315,16.51651,8.973153,5.097645,78.92757,15.37976,-6.922158
552,51992,399,0.03144836,135.30901,52.146185,15.81795,13.5854,21.65869,13.8117,3.79239,65.51833,21.52116,-11.68214
559,52316,225,0.02887267,154.8347,58.503548,34.91656,146.1093,54.83498,45.5909,22.25754,112.0988,25.55569,-1.897661
571,52286,310,0.1196389,146.48099,3.6713505,79.31717,379.9844,183.2729,131.8221,32.03016,1155.964,204.6977,-72.92577
580,52368,584,0.07563604,165.95226,5.2704103,7.111783,37.43317,15.83016,19.91979,2.664606,78.95889,13.69029,-5.597586
588,52045,352,0.09546252,222.03697,3.9685118,4.485328,4.0931,1.244962,1.683644,4.377549,7.238019,1.272659,-0.2045804
597,52059,425,0.03749519,171.8366,64.963372,14.48682,14.41914,15.03881,4.864653,1.958986,24.52828,6.591903,-0.7569015
607,52368,475,0.1077463,218.56796,61.220869,6.914002,44.5276,9.981722,10.27482,5.527931,127.1942,25.15876,-9.478539
619,52056,407,0.1078497,237.65855,55.042721,8.600237,112.3484,42.61995,27.36428,10.45526,369.4892,63.53299,-30.34861
625,52145,150,0.01347247,246.97286,48.424841,347.8105,41.53787,72.01653,49.90097,14.02671,448.5324,139.3735,-24.23243
273,51957,448,0.09558981,157.8636,0.76846837,2.589153,53.36341,14.14815,12.88558,2.469477,118.241,26.02056,-9.717122
280,51612,610,0.1294444,171.63913,0.90588332,4.060951,6.080016,2.514938,1.077583,1.100517,5.98813,2.956738,-0.2479865
288,52000,185,0.2037548,184.72302,-0.60098009,10.53879,85.04906,28.31484,25.7707,6.59153,207.6966,50.72293,-32.89458
295,51985,474,0.07241754,198.30333,0.13706743,130.4921,54.11374,73.3099,44.64186,11.8798,323.0289,97.27015,-65.1718
304,51609,353,0.09706362,213.39051,0.77358096,7.780857,56.91349,18.49165,17.21686,4.617365,98.07246,26.39519,-6.287463
311,51665,640,0.09075015,228.66438,0.29120975,7.224084,47.03099,20.17629,24.7906,4.114334,130.7758,33.18079,-10.93807
331,52368,525,0.09899558,180.54373,-1.3850533,10.56324,50.04533,18.37742,11.02166,9.664998,69.67559,15.01321,-4.926324
341,51690,16,0.07609046,201.24054,-3.2680101,8.191669,18.15962,15.45671,131.3166,1.750809,52.30439,15.3122,-8.363029
351,51695,299,0.07442462,254.07623,60.899248,14.77033,73.60093,27.82468,20.00648,6.747389,128.1568,30.01751,-2.53115
371,52078,329,0.1710109,327.02445,0.89303725,18.63594,100.1552,43.76696,25.61411,14.04992,247.7499,41.79904,-25.69003
381,51811,494,0.07510853,347.30287,0.28495374,13.75035,134.0332,50.8897,36.13958,7.233459,346.4969,90.01112,-23.2534
392,51793,502,0.1309664,9.5131304,0.18243122,273.3589,565.8572,204.0632,188.728,49.45568,1667.211,404.1157,-174.9574
399,51817,579,0.1213941,22.012265,0.97590019,31.59661,79.04907,25.88575,20.73616,8.656146,159.6196,23.06953,-9.612226
407,51820,60,0.05299129,38.248602,-0.77533058,25.65647,30.74706,34.32311,21.1329,7.776791,128.554,38.83003,-27.71886
414,51869,19,0.06695218,52.473028,-0.74179163,19.01954,224.7191,36.31942,35.57811,6.655685,305.7299,71.76962,-18.70703
422,51811,394,0.07450248,16.43842,14.968017,23.42773,85.58084,54.43763,43.9329,12.59654,277.3211,67.56156,-30.63163
429,51820,514,0.1983689,26.954283,13.913423,91.47916,64.56405,30.65251,23.38069,12.59281,45.44639,8.976165,-6.862103
436,51883,493,0.04992004,119.18215,44.856709,395.7169,339.93,112.1457,95.37998,55.5971,356.4557,80.32814,-14.588
443,51873,581,0.09592193,127.98455,49.756504,17.68016,44.18145,11.8637,8.230731,9.652323,27.41498,0.603012,-1.101871
449,51900,92,0.1012239,134.88872,53.009216,57.14035,106.9326,69.39648,47.311,13.17838,337.6453,73.43341,-42.92113
456,51910,226,0.02990537,41.159161,-8.3140652,6.986318,32.82552,18.01023,15.51565,2.819681,101.5108,29.31897,-21.00521
464,51908,517,0.03675147,59.589878,-5.1562901,298.9696,81.5253,119.9299,86.0424,25.76504,619.0491,152.903,-53.7312
474,52000,581,0.05635776,142.22016,0.36295728,163.6233,81.6672,26.8128,26.37514,13.91513,78.6701,26.67542,-4.013698
486,51910,98,0.09810673,145.5593,60.887867,11.332,100.4986,39.75829,25.53261,6.590173,285.892,66.18414,-27.14046
492,51955,475,0.1167148,175.93284,67.403012,11.38372,74.23939,28.67546,21.30099,10.77136,81.2149,16.44559,-3.800023
501,52235,629,0.006553404,152.02894,2.3450846,360.9691,59.27405,78.21447,52.72329,8.8313,523.1642,164.4151,-62.40367
508,52366,330,0.05699904,164.14159,3.3992219,51.5393,231.3774,60.94335,49.42616,15.05846,376.2147,64.42464,-14.08418
513,51989,449,0.01868997,174.40765,3.3245244,11.00143,7.223978,12.7041,8.934724,0.7971296,47.45316,12.20704,-12.61685
520,52288,622,0.09561726,189.3313,2.7182098,30.38221,132.8091,72.18987,48.13852,10.10527,390.5706,92.34307,-45.35639
527,52342,529,0.1005338,202.22137,3.5142737,25.35199,36.57827,26.71083,16.24513,11.06596,41.26176,14.66167,-1.568843
539,52017,244,0.1086441,225.0108,1.0134696,7.479381,28.45602,12.40938,12.53446,1.334947,42.62544,5.527005,-2.46772
547,51959,113,0.05753902,125.0472,43.196079,94.41039,90.80085,66.27326,49.15274,9.450732,332.5929,107.4803,-28.26747
554,52000,280,0.1529431,138.87332,53.16468,7.076792,46.87902,11.7123,10.82551,1.525079,87.27402,9.339931,-9.650652
568,52254,506,0.01778338,141.87004,3.9296011,42.81477,181.8934,91.48843,56.95991,14.06096,482.0162,117.0307,-9.536235
576,52325,225,0.07336302,157.40572,3.8161454,7.403294,21.7383,1.015041,3.001861,7.321349,16.21499,8.060678,-0.6672435
583,52055,74,0.1525154,214.66582,4.3730105,8.188275,102.7343,36.78074,27.93885,3.623625,248.6957,48.17756,-14.12648
589,52055,140,0.08056107,225.9184,2.9293255,4.520255,23.58398,10.69899,11.16374,4.117988,48.07531,5.343461,-6.700449
596,52370,79,0.1535942,170.11329,63.762746,8.731281,34.85913,11.84453,6.05815,1.905883,71.06404,18.45919,-5.57977
605,52353,77,0.1802041,211.7067,61.422023,10.41944,38.51485,10.26153,9.601388,2.754207,47.25101,15.51691,-7.061372
615,52347,248,0.09128856,232.021,57.297846,67.3082,55.82284,50.36948,38.49957,8.301175,270.5949,67.33533,-39.26638
624,52377,626,0.1267717,247.12845,47.497643,20.49989,26.47858,15.44912,10.4024,3.289247,52.14138,13.397,-4.731139
632,52071,306,0.08058545,252.65139,37.860468,25.9097,35.10844,32.07457,24.71282,6.779603,140.7294,41.31871,-25.74461
645,52203,16,0.1250691,351.37628,-10.286901,9.892519,75.31557,25.07873,17.25635,1.53497,223.4048,50.67441,-19.48622
654,52146,514,0.09534208,8.5028055,-9.742876,8.251951,31.69296,16.51206,8.813109,6.520412,60.62721,11.11777,-3.779249
660,52177,290,0.2314548,18.698135,-10.969797,24.89104,107.7097,22.73632,16.63219,4.931383,180.1661,30.86841,-16.40298
671,52206,244,0.2491172,35.46186,-0.76515693,45.47385,55.5272,14.08768,9.460446,11.78278,66.72644,13.18258,-11.02003
689,52262,45,0.1908359,8.3061587,-1.0784129,510.0425,58.02991,58.21711,47.30684,9.372758,575.4252,167.5388,-320.7029
703,52209,632,0.141483,35.052142,0.43996461,56.96172,25.34802,22.73739,15.13682,4.78282,151.4135,39.07331,-92.45659
719,52203,106,0.1355576,334.32276,-9.2989688,45.70293,224.1365,89.69601,69.06642,17.77222,622.4011,131.8575,-42.95561
728,52520,60,0.09624112,318.82288,9.4049426,70.97504,89.27877,49.44516,35.69609,9.86571,264.218,62.23128,-31.92204
737,52518,187,0.2031278,335.73888,12.509166,20.65257,71.10318,37.26606,26.10137,7.243765,230.32,57.60183,-25.76394
744,52251,392,0.03768672,347.60681,14.672452,656.9271,109.6499,184.9169,118.918,30.93014,990.9537,316.7577,-67.32205
751,52251,161,0.2037821,1.8224713,14.673391,9.139926,9.144969,8.082953,7.161261,6.382105,5.611695,4.159049,-1.819389
758,52253,417,0.07764126,121.04057,38.028146,9.698622,23.96826,14.91081,7.289349,4.930596,51.00562,14.00705,-6.028607
766,52247,216,0.01332243,138.57233,49.501589,80.18301,9.009279,16.55727,16.2804,7.590699,105.0814,32.56967,-41.49936
776,52319,588,0.09382232,175.95141,62.543484,15.32982,75.09055,41.72076,28.84138,5.249562,223.0995,58.57189,-27.25756
784,52327,142,0.09972072,200.61059,61.259903,61.37134,59.31306,52.4152,36.49728,10.20668,234.5194,72.92822,-38.0787
791,52435,132,0.07853099,221.4772,56.231887,5.898914,35.61439,13.37829,16.22494,4.337702,108.7874,22.26544,-13.7148
803,52318,501,0.1470464,47.705292,1.0360957,12.6899,28.20076,19.58933,14.36332,4.035758,93.51973,13.18984,-32.699
809,52647,258,0.271607,48.839982,-1.125488,2.920695,34.37059,8.819967,10.18895,0.7903346,67.36088,20.85493,-14.95728
818,52395,444,0.1109066,250.51868,38.726024,2.593052,24.86789,9.88341,6.600794,3.742323,58.92323,12.54644,-3.941641
831,52294,419,0.006247003,135.99099,44.250042,6.193139,1.510263,8.062874,4.756951,0.7393211,15.1686,9.389302,-5.094518
839,52373,206,0.07439721,176.14704,3.7469367,53.33878,262.9456,63.74872,56.70132,28.70832,214.6739,30.38226,-8.51797
847,52426,491,0.07327311,192.10473,4.7851349,17.12617,146.6159,53.2065,43.48597,12.84181,366.0562,66.04755,-16.27548
855,52375,590,0.1616475,208.43909,5.1943261,7.306884,48.60607,17.03474,12.79473,1.390494,105.5893,22.1223,-9.93451
267,51608,453,0.1427079,147.96838,0.76446076,14.18542,80.6431,35.37591,26.19967,5.465528,234.954,53.53412,-33.43398
274,51913,613,0.122138,160.74426,0.93004994,10.10666,15.24186,6.806113,3.176433,4.175674,24.69219,8.611394,-1.37907
282,51658,255,0.0775177,173.06026,-0.91754151,5.456006,30.57836,8.839314,7.230909,4.146241,67.10092,13.68526,-8.732724
289,51990,314,0.1157544,185.7715,-0.089791138,15.94913,34.39466,27.38154,19.71217,8.724591,29.00595,9.269573,-3.632688
296,51984,568,0.1058908,200.81628,1.0062796,8.215961,67.17178,25.853,11.00306,3.121453,147.9369,35.77066,-9.906825
305,51613,568,0.1303631,217.56059,0.52526438,3.958686,10.43076,7.431708,22.82405,1.316403,3.860344,1.326702,-0.3371319
313,51673,159,0.1234999,231.88077,-0.22811817,62.32019,67.76875,53.6264,40.8194,10.39455,269.7343,71.45626,-38.70562
333,52313,240,0.07585815,184.25752,-3.0246822,17.78393,119.7134,50.86908,29.96147,8.321014,276.7144,70.26879,-23.77275
343,51692,12,0.0561623,240.33623,-0.67414157,43.30212,24.06389,24.32358,17.25793,4.775771,121.3776,34.17137,-28.2232
355,51788,285,0.119829,257.67151,56.772854,15.58856,28.59157,12.14425,6.524747,8.950383,33.33691,10.19023,-3.148872
374,51791,484,0.1269941,333.50024,0.31724294,9.985569,29.78351,13.78072,13.21886,2.51013,48.56583,15.52174,-3.014718
386,51788,429,0.0376763,357.39249,0.45510513,13.53818,6.807884,10.36872,7.485584,2.177,40.96292,11.93066,-16.66666
395,51783,150,0.07540484,14.654639,-0.82165155,8.846128,38.39966,26.0275,21.52938,4.2446,122.9405,34.39405,-14.95085
401,51788,555,0.05923813,25.99545,0.075049148,154.6701,228.19,63.1017,61.09659,14.52227,401.8843,79.15062,-32.90503
409,51871,496,0.02780769,41.937043,0.41416922,33.78181,375.6629,97.19027,79.2193,23.84511,519.3016,56.47733,-14.67995
415,51810,531,0.02340438,53.685803,0.77452718,53.80974,12.42366,26.46239,18.23462,5.632206,101.8694,33.59581,-23.02943
424,51893,456,0.1929013,20.944266,15.289937,7.543016,22.2053,7.370373,8.434733,3.776197,20.63333,6.354751,-1.687941
431,51877,130,0.08780813,113.06889,36.384874,13.38893,50.85319,21.81589,16.27299,1.784608,113.7148,30.25533,-16.35294
438,51884,280,0.06871136,120.2132,46.446995,3.953678,16.53729,5.473239,3.018822,1.287906,31.63419,11.71102,-4.766011
445,51873,273,0.1427507,128.28664,50.597318,15.29709,75.11504,34.14435,27.51558,7.349156,184.1348,44.06342,-19.84408
