#Table1
plate,mjd,fiberid,oiii_5007_flux,h_beta_flux,h_gamma_flux,oiii_5007_cont,h_beta_cont,h_gamma_cont,oiii_5007_eqw,h_beta_eqw,h_gamma_eqw,e_bv_sfd,ratio_oiii_hb,ratio_oiii_hg
2497,54154,441,244.1208,944.9173,477.0703,33.20854,43.69795,45.33265,-6.848554,-15.74488,-8.751025,0.01725316,0.2583514,0.5117081
2520,54584,27,1242.174,147.9384,71.74207,71.22768,71.95799,54.5242,-20.19548,-1.821985,-1.234033,0.04944092,8.396564,17.31445
2532,54589,599,847.1891,999.2677,570.4431,80.88876,93.74384,96.53392,-10.80454,-8.021374,-4.858561,0.05900654,0.84781,1.485142
2533,54585,612,550.5377,873.853,514.1096,53.63094,70.74861,65.66573,-10.79614,-8.637259,-6.382996,0.05242494,0.6300117,1.070857
2582,54139,125,9180.033,4795.136,2261.436,156.5692,170.3042,166.7338,-51.75267,-20.45918,-11.46482,0.04058812,1.914447,4.059383
2591,54140,480,72.31487,60.57203,33.65329,62.85674,62.58863,53.15333,-1.21782,-0.5996597,-0.02576298,0.02427886,1.193866,2.14882
2593,54175,514,52.23117,19.70686,22.76473,76.93344,76.74928,72.18118,-0.7447419,-0.1225411,-0.0694186,0.02190525,2.650406,2.29439
2594,54177,622,41.88915,51.77808,46.78863,60.88721,62.62434,46.0384,-0.4775007,-0.6261827,-0.8967955,0.02510186,0.8090133,0.8952849
2603,54479,90,54.12582,49.93454,31.09171,101.8728,105.5677,78.2822,-0.3721606,-0.3709791,-0.3399729,0.02537296,1.083936,1.740844
2613,54481,342,3924.688,3590.22,1967.854,166.2465,224.1209,201.6553,-26.14967,-11.70968,-7.929694,0.02681515,1.093161,1.994401
2616,54499,564,40.79314,38.14082,50.4146,85.57743,89.25296,65.91187,-0.427323,-0.3704851,-0.7074643,0.02349023,1.06954,0.8091533
2617,54502,143,543.2698,1593.179,746.7751,37.93278,48.0508,50.86469,-13.80028,-24.37148,-11.83868,0.02738428,0.3409975,0.7274879
2636,54082,164,49.65236,74.59181,26.25213,37.55331,37.31243,30.88138,-1.419872,-1.899102,-0.2313851,0.03620983,0.6656542,1.891365
2647,54495,378,44.25491,33.89186,42.19018,69.411,71.7402,52.33426,-0.5290315,-0.4854688,-0.6464881,0.01662156,1.305768,1.048939
2649,54212,215,2219.116,2140.768,1161.785,127.6444,177.3723,161.7431,-16.84348,-8.841555,-5.784413,0.05069542,1.036598,1.910092
2656,54484,131,483.6237,1813.709,811.8341,45.28622,50.10916,55.004,-8.708104,-28.28315,-12.07912,0.02607697,0.2666491,0.5957174
2659,54498,521,81.9898,326.8305,136.4469,47.99397,48.16848,47.60896,-1.749669,-6.442322,-2.465688,0.01496493,0.2508634,0.6008918
2745,54231,295,1067.94,944.1344,515.9789,61.07031,78.67896,78.87762,-16.73277,-8.781984,-5.341496,0.0144214,1.131131,2.069736
2758,54523,414,6.497087,3.106022,0.1151967,47.5074,48.38553,38.31039,-0.1891122,0.1935133,0.2456092,0.02743263,2.091771,56.39995
2758,54523,415,8.95847,11.26082,9.994534,60.21491,62.05439,46.43067,-0.2059868,-0.1702033,-0.2331565,0.02759658,0.7955433,0.8963369
2758,54523,449,58.40349,21.98464,6.61482,60.74788,61.27076,45.18597,-1.005109,-0.4440438,0.034864,0.03301792,2.656559,8.829188
2758,54523,460,27.7971,9.233125,6.537632,53.70851,54.79815,43.76826,-0.4537934,-0.1579179,-0.05304411,0.03946844,3.010584,4.25186
2758,54523,485,34.06953,10.87662,8.207913,51.73997,53.12788,39.34232,-0.7769907,-0.1801832,-0.09730889,0.02679722,3.132365,4.150815
2758,54523,564,52.12804,36.36067,8.354688,96.22945,100.3509,72.79119,-0.6500512,-0.2622188,-0.09904563,0.03198527,1.433638,6.239376
2760,54506,586,34.98152,72.31936,33.72115,80.0287,82.90709,61.4008,-0.6053564,-0.7553557,-0.4792318,0.01730795,0.4837089,1.037376
2763,54507,224,550.8334,784.2281,296.6203,96.14301,95.92456,95.22843,-5.715353,-8.222515,-3.14371,0.02212975,0.7023892,1.857032
2770,54510,314,64.85787,61.39754,61.77549,113.3965,118.2755,88.19033,-0.4098454,-0.4420483,-0.6242443,0.02247991,1.056359,1.049897
2770,54510,433,1147.471,4131.215,1683.841,141.5082,161.6531,162.166,-6.181537,-18.49032,-8.576478,0.02233633,0.2777563,0.6814605
2771,54527,419,394.0584,1618.641,764.3887,71.0352,83.44523,89.06823,-4.874403,-14.25335,-7.22492,0.02582617,0.2434501,0.515521
2773,54533,466,3579.933,749.6299,481.6799,81.84727,117.067,99.1792,-43.6721,-5.79176,-4.614267,0.03419406,4.7756,7.432183
2773,54533,640,411.323,1652.594,848.5931,64.26336,81.09208,83.77771,-5.145241,-14.82997,-8.607565,0.03172268,0.2488954,0.4847117
2774,54534,430,1613.432,1842.363,1516.804,220.7597,267.2599,274.2347,-5.791482,-5.147871,-4.594011,0.0324995,0.8757405,1.063705
2781,54266,369,330.5351,1238.93,518.874,39.32014,44.73422,46.42251,-7.949071,-24.06554,-10.40541,0.03256217,0.2667909,0.6370239
2783,54524,517,1311.418,743.1997,451.8219,138.6204,158.7562,161.1729,-9.939997,-4.710534,-3.174568,0.01704883,1.764556,2.902511
2783,54524,521,263.3925,361.6868,142.4176,99.01419,102.0064,99.30714,-3.098794,-3.639237,-1.265058,0.01652313,0.7282339,1.849439
2783,54524,561,32.38965,31.2552,20.39859,57.8657,59.26968,43.59051,-0.6069136,-0.6204225,-0.4187717,0.01583162,1.036297,1.587838
2784,54529,10,1477.497,4170.931,1893.086,119.3426,139.0015,162.1124,-9.055125,-25.14959,-10.47771,0.02221656,0.3542367,0.7804702
2784,54529,535,1375.61,354.0004,256.5636,44.42227,49.45576,44.88109,-31.86824,-5.849254,-4.936416,0.020434,3.885899,5.361671
2808,54524,380,1188.11,326.3535,140.8462,53.25099,53.99728,45.71692,-22.8322,-6.049648,-3.565799,0.04570587,3.640561,8.435513
2882,54498,437,391.3485,1074.858,519.9,45.75777,62.0577,62.31697,-8.035759,-12.56096,-6.907714,0.009952372,0.3640934,0.7527382
2883,54525,524,14873.48,4169.275,2296.28,88.51156,115.8657,102.8143,-189.9055,-27.72459,-18.0158,0.01186498,3.567403,6.47721
2884,54526,66,89.7151,42.06387,7.745966,84.04788,85.90831,62.79784,-1.076214,-0.4240413,-0.09421656,0.02069918,2.13283,11.58217
2884,54526,440,83.55623,37.43126,1.6728,56.92189,54.33071,44.52022,-1.440987,-0.3476783,0.5706572,0.02949685,2.232258,49.94992
2933,54617,411,315.4085,275.602,89.68922,43.42196,42.93528,43.61292,-7.064899,-6.335167,-1.760704,0.02773758,1.144435,3.516683
2955,54562,560,1066.865,156.0854,55.88161,99.27071,98.06454,89.75915,-11.34889,-1.522695,-0.4151486,0.08742179,6.835137,19.09152
2972,54586,148,2427.053,3610.479,1385.311,93.90726,103.361,117.0045,-20.2813,-28.1305,-9.958217,0.03013047,0.6722247,1.751991
